OrderID,ProductID,UnitPrice,Quantity
10333,14,18.6,10
10333,21,8,10
10333,71,17.2,40
10334,52,5.6,8
10334,68,10,10
10335,2,15.2,7
10335,31,10,25
10335,32,25.6,6
10335,51,42.4,48
10336,4,17.6,18
10337,23,7.2,40
10337,26,24.9,24
10337,36,15.2,20
10337,37,20.8,28
10337,72,27.8,25
10338,17,31.2,20
10338,30,20.7,15
10339,4,17.6,10
10339,17,31.2,70
10339,62,39.4,28
10340,18,50,20
10340,41,7.7,12
10340,43,36.8,40
10341,33,2,8
10341,59,44,9
10342,2,15.2,24
10342,31,10,56
10342,36,15.2,40
10342,55,19.2,40
10343,64,26.6,50
10343,68,10,4
10343,76,14.4,15
10344,4,17.6,35
10344,8,32,70
10345,8,32,70
10345,19,7.3,80
10345,42,11.2,9
10346,17,31.2,36
10346,56,30.4,20
10347,25,11.2,10
10347,39,14.4,50
10347,40,14.7,4
10347,75,6.2,6
10348,1,14.4,15
10348,23,7.2,25
10349,54,5.9,24
10350,50,13,15
10350,69,28.8,18
10351,38,210.8,20
10351,41,7.7,13
10351,44,15.5,77
10351,65,16.8,10
10352,24,3.6,10
10352,54,5.9,20
10353,11,16.8,12
10353,38,210.8,50
10354,1,14.4,12
10354,29,99,4
10355,24,3.6,25
10355,57,15.6,25
10356,31,10,30
10356,55,19.2,12
10356,69,28.8,20
10357,10,24.8,30
10357,26,24.9,16
10357,60,27.2,8
10358,24,3.6,10
10358,34,11.2,10
10358,36,15.2,20
10359,16,13.9,56
10359,31,10,70
10359,60,27.2,80
10360,28,36.4,30
10360,29,99,35
10360,38,210.8,10
10360,49,16,35
10360,54,5.9,28
10361,39,14.4,54
10361,60,27.2,55
10362,25,11.2,50
10362,51,42.4,20
10362,54,5.9,24
10363,31,10,20
10363,75,6.2,12
10363,76,14.4,12
10364,69,28.8,30
10364,71,17.2,5
10365,11,16.8,24
10366,65,16.8,5
10366,77,10.4,5
10367,34,11.2,36
10367,54,5.9,18
10367,65,16.8,15
10367,77,10.4,7
10368,21,8,5
10368,28,36.4,13
10368,57,15.6,25
10368,64,26.6,35
10369,29,99,20
10369,56,30.4,18
10370,1,14.4,15
10370,64,26.6,30
10370,74,8,20
10371,36,15.2,6
10372,20,64.8,12
10372,38,210.8,40
10372,60,27.2,70
10372,72,27.8,42
10373,58,10.6,80
10373,71,17.2,50
10374,31,10,30
10374,58,10.6,15
10375,14,18.6,15
10375,54,5.9,10
10376,31,10,42
10377,28,36.4,20
10377,39,14.4,20
10378,71,17.2,6
10379,41,7.7,8
10379,63,35.1,16
10379,65,16.8,20
10380,30,20.7,18
10380,53,26.2,20
10380,60,27.2,6
10380,70,12,30
10381,74,8,14
10382,5,17,32
10382,18,50,9
10382,29,99,14
10382,33,2,60
10382,74,8,50
10383,13,4.8,20
10383,50,13,15
10383,56,30.4,20
10384,20,64.8,28
10384,60,27.2,15
10385,7,24,10
10385,60,27.2,20
10385,68,10,8
10386,24,3.6,15
10386,34,11.2,10
10387,24,3.6,15
10387,28,36.4,6
10387,59,44,12
10387,71,17.2,15
10388,45,7.6,15
10388,52,5.6,20
10388,53,26.2,40
10389,10,24.8,16
10389,55,19.2,15
10389,62,39.4,20
10389,70,12,30
10390,31,10,60
10390,35,14.4,40
10390,46,9.6,45
10390,72,27.8,24
10391,13,4.8,18
10392,69,28.8,50
10393,2,15.2,25
10393,14,18.6,42
10393,25,11.2,7
10393,26,24.9,70
10393,31,10,32
10394,13,4.8,10
10394,62,39.4,10
10395,46,9.6,28
10395,53,26.2,70
10395,69,28.8,8
10396,23,7.2,40
10396,71,17.2,60
10396,72,27.8,21
10397,21,8,10
10397,51,42.4,18
10398,35,14.4,30
10398,55,19.2,120
10399,68,10,60
10399,71,17.2,30
10399,76,14.4,35
10399,77,10.4,14
10400,29,99,21
10400,35,14.4,35
10400,49,16,30
10401,30,20.7,18
10401,56,30.4,70
10401,65,16.8,20
10401,71,17.2,60
10402,23,7.2,60
10402,63,35.1,65
10403,16,13.9,21
10403,48,10.2,70
10404,26,24.9,30
10404,42,11.2,40
10404,49,16,30
10405,3,8,50
10406,1,14.4,10
10406,21,8,30
10406,28,36.4,42
10406,36,15.2,5
10406,40,14.7,2
10407,11,16.8,30
10407,69,28.8,15
10407,71,17.2,15
10408,37,20.8,10
10408,54,5.9,6
10408,62,39.4,35
10409,14,18.6,12
10409,21,8,12
10410,33,2,49
10410,59,44,16
10411,41,7.7,25
10411,44,15.5,40
10411,59,44,9
10412,14,18.6,20
10413,1,14.4,24
10413,62,39.4,40
10413,76,14.4,14
10414,19,7.3,18
10414,33,2,50
10415,17,31.2,2
10415,33,2,20
10416,19,7.3,20
10416,53,26.2,10
10416,57,15.6,20
10417,38,210.8,50
10417,46,9.6,2
10417,68,10,36
10417,77,10.4,35
10418,2,15.2,60
10418,47,7.6,55
10418,61,22.8,16
10418,74,8,15
10419,60,27.2,60
10419,69,28.8,20
10420,9,77.6,20
10420,13,4.8,2
10420,70,12,8
10420,73,12,20
10421,19,7.3,4
10421,26,24.9,30
10421,53,26.2,15
10421,77,10.4,10
10422,26,24.9,2
10423,31,10,14
10423,59,44,20
10424,35,14.4,60
10424,38,210.8,49
10424,68,10,30
10425,55,19.2,10
10425,76,14.4,20
10426,56,30.4,5
10426,64,26.6,7
10427,14,18.6,35
10428,46,9.6,20
10429,50,13,40
10429,63,35.1,35
10430,17,31.2,45
10430,21,8,50
10430,56,30.4,30
10430,59,44,70
10431,17,31.2,50
10431,40,14.7,50
10431,47,7.6,30
10432,26,24.9,10
10432,54,5.9,40
10433,56,30.4,28
10434,11,16.8,6
10434,76,14.4,18
10435,2,15.2,10
10435,22,16.8,12
10435,72,27.8,10
10436,46,9.6,5
10436,56,30.4,40
10436,64,26.6,30
10436,75,6.2,24
10437,53,26.2,15
10438,19,7.3,15
10438,34,11.2,20
10438,57,15.6,15
10439,12,30.4,15
10439,16,13.9,16
10439,64,26.6,6
10439,74,8,30
10440,2,15.2,45
10440,16,13.9,49
10440,29,99,24
10440,61,22.8,90
10441,27,35.1,50
10442,11,16.8,30
10442,54,5.9,80
10442,66,13.6,60
10443,11,16.8,6
10443,28,36.4,12
10444,17,31.2,10
10444,26,24.9,15
10444,35,14.4,8
10444,41,7.7,30
10445,39,14.4,6
10445,54,5.9,15
10446,19,7.3,12
10446,24,3.6,20
10446,31,10,3
10446,52,5.6,15
10447,19,7.3,40
10447,65,16.8,35
10447,71,17.2,2
10448,26,24.9,6
10448,40,14.7,20
10449,10,24.8,14
10449,52,5.6,20
10449,62,39.4,35
10450,10,24.8,20
10450,54,5.9,6
10451,55,19.2,120
10451,64,26.6,35
10451,65,16.8,28
10451,77,10.4,55
10452,28,36.4,15
10452,44,15.5,100
10453,48,10.2,15
10453,70,12,25
10454,16,13.9,20
10454,33,2,20
10454,46,9.6,10
10455,39,14.4,20
10455,53,26.2,50
10455,61,22.8,25
10455,71,17.2,30
10456,21,8,40
10456,49,16,21
10457,59,44,36
10458,26,24.9,30
10458,28,36.4,30
10458,43,36.8,20
10458,56,30.4,15
10458,71,17.2,50
10459,7,24,16
10459,46,9.6,20
10459,72,27.8,40
10460,68,10,21
10460,75,6.2,4
10461,21,8,40
10461,30,20.7,28
10461,55,19.2,60
10462,13,4.8,1
10462,23,7.2,21
10463,19,7.3,21
10463,42,11.2,50
10464,4,17.6,16
10464,43,36.8,3
10464,56,30.4,30
10464,60,27.2,20
10465,24,3.6,25
10465,29,99,18
10465,40,14.7,20
10465,45,7.6,30
10465,50,13,25
10466,11,16.8,10
10466,46,9.6,5
10467,24,3.6,28
10467,25,11.2,12
10468,30,20.7,8
10468,43,36.8,15
10469,2,15.2,40
10469,16,13.9,35
10469,44,15.5,2
10470,18,50,30
10470,23,7.2,15
10470,64,26.6,8
10471,7,24,30
10471,56,30.4,20
10472,24,3.6,80
10472,51,42.4,18
10473,33,2,12
10473,71,17.2,12
10474,14,18.6,12
10474,28,36.4,18
10474,40,14.7,21
10474,75,6.2,10
10475,31,10,35
10475,66,13.6,60
10475,76,14.4,42
10476,55,19.2,2
10476,70,12,12
10477,1,14.4,15
10477,21,8,21
10477,39,14.4,20
10478,10,24.8,20
10479,38,210.8,30
10479,53,26.2,28
10479,59,44,60
10479,64,26.6,30
10480,47,7.6,30
10480,59,44,12
10481,49,16,24
10481,60,27.2,40
10482,40,14.7,10
10483,34,11.2,35
10483,77,10.4,30
10484,21,8,14
10484,40,14.7,10
10484,51,42.4,3
10485,2,15.2,20
10485,3,8,20
10485,55,19.2,30
10485,70,12,60
10486,11,16.8,5
10486,51,42.4,25
10486,74,8,16
10487,19,7.3,5
10487,26,24.9,30
10487,54,5.9,24
10488,59,44,30
10488,73,12,20
10489,11,16.8,15
10489,16,13.9,18
10490,59,44,60
10490,68,10,30
10490,75,6.2,36
10491,44,15.5,15
10491,77,10.4,7
10492,25,11.2,60
10492,42,11.2,20
10493,65,16.8,15
10493,66,13.6,10
10493,69,28.8,10
10494,56,30.4,30
10495,23,7.2,10
10495,41,7.7,20
10495,77,10.4,5
10496,31,10,20
10497,56,30.4,14
10497,72,27.8,25
10497,77,10.4,25
10498,24,4.5,14
10498,40,18.4,5
10498,42,14,30
10499,28,45.6,20
10499,49,20,25
10500,15,15.5,12
10500,28,45.6,8
10501,54,7.45,20
10502,45,9.5,21
10502,53,32.8,6
10502,67,14,30
10503,14,23.25,70
10503,65,21.05,20
10504,2,19,12
10504,21,10,12
10504,53,32.8,10
10504,61,28.5,25
10505,62,49.3,3
10506,25,14,18
10506,70,15,14
10507,43,46,15
10507,48,12.75,15
10508,13,6,10
10508,39,18,10
10509,28,45.6,3
10510,29,123.79,36
10510,75,7.75,36
10511,4,22,50
10511,7,30,50
10511,8,40,10
10512,24,4.5,10
10512,46,12,9
10512,47,9.5,6
10512,60,34,12
10513,21,10,40
10513,32,32,50
10513,61,28.5,15
10514,20,81,39
10514,28,45.6,35
10514,56,38,70
10514,65,21.05,39
10514,75,7.75,50
10515,9,97,16
10515,16,17.45,50
10515,27,43.9,120
10515,33,2.5,16
10515,60,34,84
10516,18,62.5,25
10516,41,9.65,80
10516,42,14,20
10517,52,7,6
10517,59,55,4
10517,70,15,6
10518,24,4.5,5
10518,38,263.5,15
10518,44,19.45,9
10519,10,31,16
10519,56,38,40
10519,60,34,10
10520,24,4.5,8
10520,53,32.8,5
10521,35,18,3
10521,41,9.65,10
10521,68,12.5,6
10522,1,18,40
10522,8,40,24
10522,30,25.89,20
10522,40,18.4,25
10523,17,39,25
10523,20,81,15
10523,37,26,18
10523,41,9.65,6
10524,10,31,2
10524,30,25.89,10
10524,43,46,60
10524,54,7.45,15
10525,36,19,30
10525,40,18.4,15
10526,1,18,8
10526,13,6,10
10526,56,38,30
10527,4,22,50
10527,36,19,30
10528,11,21,3
10528,33,2.5,8
10528,72,34.8,9
10529,55,24,14
10529,68,12.5,20
10529,69,36,10
10530,17,39,40
10530,43,46,25
10530,61,28.5,20
10530,76,18,50
10531,59,55,2
10532,30,25.89,15
10532,66,17,24
10533,4,22,50
10533,72,34.8,24
10533,73,15,24
10534,30,25.89,10
10534,40,18.4,10
10534,54,7.45,10
10535,11,21,50
10535,40,18.4,10
10535,57,19.5,5
10535,59,55,15
10536,12,38,15
10536,31,12.5,20
10536,33,2.5,30
10536,60,34,35
10537,31,12.5,30
10537,51,53,6
10537,58,13.25,20
10537,72,34.8,21
10537,73,15,9
10538,70,15,7
10538,72,34.8,1
10539,13,6,8
10539,21,10,15
10539,33,2.5,15
10539,49,20,6
10540,3,10,60
10540,26,31.23,40
10540,38,263.5,30
10540,68,12.5,35
10541,24,4.5,35
10541,38,263.5,4
10541,65,21.05,36
10541,71,21.5,9
10542,11,21,15
10542,54,7.45,24
10543,12,38,30
10543,23,9,70
10544,28,45.6,7
10544,67,14,7
10545,11,21,10
10546,7,30,10
10546,35,18,30
10546,62,49.3,40
10547,32,32,24
10547,36,19,60
10548,34,14,10
10548,41,9.65,14
10549,31,12.5,55
10549,45,9.5,100
10549,51,53,48
10550,17,39,8
10550,19,9.2,10
10550,21,10,6
10550,61,28.5,10
10551,16,17.45,40
10551,35,18,20
10551,44,19.45,40
10552,69,36,18
10552,75,7.75,30
10553,11,21,15
10553,16,17.45,14
10553,22,21,24
10553,31,12.5,30
10553,35,18,6
10554,16,17.45,30
10554,23,9,20
10554,62,49.3,20
10554,77,13,10
10555,14,23.25,30
10555,19,9.2,35
10555,24,4.5,18
10555,51,53,20
10555,56,38,40
10556,72,34.8,24
10557,64,33.25,30
10557,75,7.75,20
10558,47,9.5,25
10558,51,53,20
10558,52,7,30
10558,53,32.8,18
10558,73,15,3
10559,41,9.65,12
10559,55,24,18
10560,30,25.89,20
10560,62,49.3,15
10561,44,19.45,10
10561,51,53,50
10562,33,2.5,20
10562,62,49.3,10
10563,36,19,25
10563,52,7,70
10564,17,39,16
10564,31,12.5,6
10564,55,24,25
10565,24,4.5,25
10565,64,33.25,18
10566,11,21,35
10566,18,62.5,18
10566,76,18,10
10567,31,12.5,60
10567,51,53,3
10567,59,55,40
10568,10,31,5
10569,31,12.5,35
10569,76,18,30
10570,11,21,15
10570,56,38,60
10571,14,23.25,11
10571,42,14,28
10572,16,17.45,12
10572,32,32,10
10572,40,18.4,50
10572,75,7.75,15
10573,17,39,18
10573,34,14,40
10573,53,32.8,25
10574,33,2.5,14
10574,40,18.4,2
10574,62,49.3,10
10574,64,33.25,6
10575,59,55,12
10575,63,43.9,6
10575,72,34.8,30
10575,76,18,10
10576,1,18,10
10576,31,12.5,20
10576,44,19.45,21
10577,39,18,10
10577,75,7.75,20
10577,77,13,18
10578,35,18,20
10578,57,19.5,6
10579,15,15.5,10
10579,75,7.75,21
10580,14,23.25,15
10580,41,9.65,9
10580,65,21.05,30
10581,75,7.75,50
10582,57,19.5,4
10582,76,18,14
10583,29,123.79,10
10583,60,34,24
10583,69,36,10
10584,31,12.5,50
10585,47,9.5,15
10586,52,7,4
10587,26,31.23,6
10587,35,18,20
10587,77,13,20
10588,18,62.5,40
10588,42,14,100
10589,35,18,4
10590,1,18,20
10590,77,13,60
10591,3,10,14
10591,7,30,10
10591,54,7.45,50
10592,15,15.5,25
10592,26,31.23,5
10593,20,81,21
10593,69,36,20
10593,76,18,4
10594,52,7,24
10594,58,13.25,30
10595,35,18,30
10595,61,28.5,120
10595,69,36,65
10596,56,38,5
10596,63,43.9,24
10596,75,7.75,30
10597,24,4.5,35
10597,57,19.5,20
10597,65,21.05,12
10598,27,43.9,50
10598,71,21.5,9
10599,62,49.3,10
10600,54,7.45,4
10600,73,15,30
10601,13,6,60
10601,59,55,35
10602,77,13,5
10603,22,21,48
10603,49,20,25
10604,48,12.75,6
10604,76,18,10
10605,16,17.45,30
10605,59,55,20
10605,60,34,70
10605,71,21.5,15
10606,4,22,20
10606,55,24,20
10606,62,49.3,10
10607,7,30,45
10607,17,39,100
10607,33,2.5,14
10607,40,18.4,42
10607,72,34.8,12
10608,56,38,28
10609,1,18,3
10609,10,31,10
10609,21,10,6
10610,36,19,21
10611,1,18,6
10611,2,19,10
10611,60,34,15
10612,10,31,70
10612,36,19,55
10612,49,20,18
10612,60,34,40
10612,76,18,80
10613,13,6,8
10613,75,7.75,40
10614,11,21,14
10614,21,10,8
10614,39,18,5
10615,55,24,5
10616,38,263.5,15
10616,56,38,14
10616,70,15,15
10616,71,21.5,15
10617,59,55,30
10618,6,25,70
10618,56,38,20
10618,68,12.5,15
10619,21,10,42
10619,22,21,40
10620,24,4.5,5
10620,52,7,5
10621,19,9.2,5
10621,23,9,10
10621,70,15,20
10621,71,21.5,15
10622,2,19,20
10622,68,12.5,18
10623,14,23.25,21
10623,19,9.2,15
10623,21,10,25
10623,24,4.5,3
10623,35,18,30
10624,28,45.6,10
10624,29,123.79,6
10624,44,19.45,10
10625,14,23.25,3
10625,42,14,5
10625,60,34,10
10626,53,32.8,12
10626,60,34,20
10626,71,21.5,20
10627,62,49.3,15
10627,73,15,35
10628,1,18,25
10629,29,123.79,20
10629,64,33.25,9
10630,55,24,12
10630,76,18,35
10631,75,7.75,8
10632,2,19,30
10632,33,2.5,20
10633,12,38,36
10633,13,6,13
10633,26,31.23,35
10633,62,49.3,80
10634,7,30,35
10634,18,62.5,50
10634,51,53,15
10634,75,7.75,2
10635,4,22,10
10635,5,21.35,15
10635,22,21,40
10636,4,22,25
10636,58,13.25,6
10637,11,21,10
10637,50,16.25,25
10637,56,38,60
10638,45,9.5,20
10638,65,21.05,21
10638,72,34.8,60
10639,18,62.5,8
10640,69,36,20
10640,70,15,15
10641,2,19,50
10641,40,18.4,60
10642,21,10,30
10642,61,28.5,20
10643,28,45.6,15
10643,39,18,21
10643,46,12,2
10644,18,62.5,4
10644,43,46,20
10644,46,12,21
10645,18,62.5,20
10645,36,19,15
10646,1,18,15
10646,10,31,18
10646,71,21.5,30
10646,77,13,35
10647,19,9.2,30
10647,39,18,20
10648,22,21,15
10648,24,4.5,15
10649,28,45.6,20
10649,72,34.8,15
10650,30,25.89,30
10650,53,32.8,25
10650,54,7.45,30
10651,19,9.2,12
10651,22,21,20
10652,30,25.89,2
10652,42,14,20
10653,16,17.45,30
10653,60,34,20
10654,4,22,12
10654,39,18,20
10654,54,7.45,6
10655,41,9.65,20
10656,14,23.25,3
10656,44,19.45,28
10656,47,9.5,6
10657,15,15.5,50
10657,41,9.65,24
10657,46,12,45
10657,47,9.5,10
10657,56,38,45
10657,60,34,30
10658,21,10,60
10658,40,18.4,70
10658,60,34,55
10658,77,13,70
10659,31,12.5,20
10659,40,18.4,24
10659,70,15,40
10660,20,81,21
10661,39,18,3
10661,58,13.25,49
10662,68,12.5,10
10663,40,18.4,30
10663,42,14,30
10663,51,53,20
10664,10,31,24
10664,56,38,12
10664,65,21.05,15
10665,51,53,20
10665,59,55,1
10665,76,18,10
10666,29,123.79,36
10666,65,21.05,10
10667,69,36,45
10667,71,21.5,14
10668,31,12.5,8
10668,55,24,4
10668,64,33.25,15
10669,36,19,30
10670,23,9,32
10670,46,12,60
10670,67,14,25
10670,73,15,50
10670,75,7.75,25
10671,16,17.45,10
10671,62,49.3,10
10671,65,21.05,12
10672,38,263.5,15
10672,71,21.5,12
10673,16,17.45,3
10673,42,14,6
10673,43,46,6
10674,23,9,5
10675,14,23.25,30
10675,53,32.8,10
10675,58,13.25,30
10676,10,31,2
10676,19,9.2,7
10676,44,19.45,21
10677,26,31.23,30
10677,33,2.5,8
10678,12,38,100
10678,33,2.5,30
10678,41,9.65,120
10678,54,7.45,30
10679,59,55,12
10680,16,17.45,50
10680,31,12.5,20
10680,42,14,40
10681,19,9.2,30
10681,21,10,12
10681,64,33.25,28
10682,33,2.5,30
10682,66,17,4
10682,75,7.75,30
10683,52,7,9
10684,40,18.4,20
10684,47,9.5,40
10684,60,34,30
10685,10,31,20
10685,41,9.65,4
10685,47,9.5,15
10686,17,39,30
10686,26,31.23,15
10687,9,97,50
10687,29,123.79,10
10687,36,19,6
10688,10,31,18
10688,28,45.6,60
10688,34,14,14
10689,1,18,35
10690,56,38,20
10690,77,13,30
10691,1,18,30
10691,29,123.79,40
10691,43,46,40
10691,44,19.45,24
10691,62,49.3,48
10692,63,43.9,20
10693,9,97,6
10693,54,7.45,60
10693,69,36,30
10693,73,15,15
10694,7,30,90
10694,59,55,25
10694,70,15,50
10695,8,40,10
10695,12,38,4
10695,24,4.5,20
10696,17,39,20
10696,46,12,18
10697,19,9.2,7
10697,35,18,9
10697,58,13.25,30
10697,70,15,30
10698,11,21,15
10698,17,39,8
10698,29,123.79,12
10698,65,21.05,65
10698,70,15,8
10699,47,9.5,12
10700,1,18,5
10700,34,14,12
10700,68,12.5,40
10700,71,21.5,60
10701,59,55,42
10701,71,21.5,20
10701,76,18,35
10702,3,10,6
10702,76,18,15
10703,2,19,5
10703,59,55,35
10703,73,15,35
10704,4,22,6
10704,24,4.5,35
10704,48,12.75,24
10705,31,12.5,20
10705,32,32,4
10706,16,17.45,20
10706,43,46,24
10706,59,55,8
10707,55,24,21
10707,57,19.5,40
10707,70,15,28
10708,5,21.35,4
10708,36,19,5
10709,8,40,40
10709,51,53,28
10709,60,34,10
10710,19,9.2,5
10710,47,9.5,5
10711,19,9.2,12
10711,41,9.65,42
10711,53,32.8,120
10712,53,32.8,3
10712,56,38,30
10713,10,31,18
10713,26,31.23,30
10713,45,9.5,110
10713,46,12,24
10714,2,19,30
10714,17,39,27
10714,47,9.5,50
10714,56,38,18
10714,58,13.25,12
10715,10,31,21
10715,71,21.5,30
10716,21,10,5
10716,51,53,7
10716,61,28.5,10
10717,21,10,32
10717,54,7.45,15
10717,69,36,25
10718,12,38,36
10718,16,17.45,20
10718,36,19,40
10718,62,49.3,20
10719,18,62.5,12
10719,30,25.89,3
10719,54,7.45,40
10720,35,18,21
10720,71,21.5,8
10721,44,19.45,50
10722,2,19,3
10722,31,12.5,50
10722,68,12.5,45
10722,75,7.75,42
10723,26,31.23,15
10724,10,31,16
10724,61,28.5,5
10725,41,9.65,12
10725,52,7,4
10725,55,24,6
10726,4,22,25
10726,11,21,5
10727,17,39,20
10727,56,38,10
10727,59,55,10
10728,30,25.89,15
10728,40,18.4,6
10728,55,24,12
10728,60,34,15
10729,1,18,50
10729,21,10,30
10729,50,16.25,40
10730,16,17.45,15
10730,31,12.5,3
10730,65,21.05,10
10731,21,10,40
10731,51,53,30
10732,76,18,20
10733,14,23.25,16
10733,28,45.6,20
10733,52,7,25
10734,6,25,30
10734,30,25.89,15
10734,76,18,20
10735,61,28.5,20
10735,77,13,2
10736,65,21.05,40
10736,75,7.75,20
10737,13,6,4
10737,41,9.65,12
10738,16,17.45,3
10739,36,19,6
10739,52,7,18
10740,28,45.6,5
10740,35,18,35
10740,45,9.5,40
10740,56,38,14
10741,2,19,15
10742,3,10,20
10742,60,34,50
10742,72,34.8,35
10743,46,12,28
10744,40,18.4,50
10745,18,62.5,24
10745,44,19.45,16
10745,59,55,45
10745,72,34.8,7
10746,13,6,6
10746,42,14,28
10746,62,49.3,9
10746,69,36,40
10747,31,12.5,8
10747,41,9.65,35
10747,63,43.9,9
10747,69,36,30
10748,23,9,44
10748,40,18.4,40
10748,56,38,28
10749,56,38,15
10749,59,55,6
10749,76,18,10
10750,14,23.25,5
10750,45,9.5,40
10750,59,55,25
10751,26,31.23,12
10751,30,25.89,30
10751,50,16.25,20
10751,73,15,15
10752,1,18,8
10752,69,36,3
10753,45,9.5,4
10753,74,10,5
10754,40,18.4,3
10755,47,9.5,30
10755,56,38,30
10755,57,19.5,14
10755,69,36,25
10756,18,62.5,21
10756,36,19,20
10756,68,12.5,6
10756,69,36,20
10757,34,14,30
10757,59,55,7
10757,62,49.3,30
10757,64,33.25,24
10758,26,31.23,20
10758,52,7,60
10758,70,15,40
10759,32,32,10
10760,25,14,12
10760,27,43.9,40
10760,43,46,30
10761,25,14,35
10761,75,7.75,18
10762,39,18,16
10762,47,9.5,30
10762,51,53,28
10762,56,38,60
10763,21,10,40
